MedDRA_ID	Description	Model	Fold1	Fold2	Fold3	Fold4	Fold5	N_significant_folds
10000081	Abdominal pain	CS	7.461366304493022e-5	3.2830953067479e-4	5.1946491055876e-4	7.862166944760429e-11	6.8382098846775e-4	5
10000060	Abdominal distension	CS	0.00644594049744737	2.8087523933168e-4	0.00227863786328591	3.5223892637259454e-6	0.02119657341784612	5
10060919	Foetal malformation	CS	0.35469527880900653	0.23489357652023413	0.12751336624484333	0.03209942163464567	0.49414177332672105	1
10000234	Abortion spontaneous	CS	0.6255382914790356	0.07337790674609831	0.01041852215936397	0.18726872464769312	0.8823876220254014	1
10000269	Abscess	CS	0.04548442697446019	0.08222872358912481	0.00589151532889742	1.581347482092859e-5	0.00765281614320233	4
10000486	Acidosis	CS	0.00179759568717191	0.1959132983430582	0.11749412586934056	0.00493774291662399	3.7501280476944e-4	3
10023676	Lactic acidosis	CS	0.001823647715909	0.02413311111554912	0.02077894954534651	0.02179745669376267	0.25579874368086297	4
10000496	Acne	CS	0.00436145301584885	2.454388896736371e-5	4.575236236670486e-8	3.038531570328411e-7	4.0070812677266e-4	5
10000565	Acquired immunodeficiency syndrome	CS	0.2530469784189314	0.06168419093862769	0.26521515124755046	0.3183275880159468	0.2628389154704944	0
10033647	Pancreatitis acute	CS	0.12687585719744296	0.3198157526147022	0.00260330133769151	0.19260795379912363	0.7942090686536926	1
10044008	Tonsillitis	CS	0.724063149600585	0.06632002756665589	0.00967318311405149	0.00652649316826907	0.9602469810278116	2
10001367	Adrenal insufficiency	CS	0.05170400235775477	0.01148372019226748	0.04521271908225208	0.2812492572568226	0.16844161461444412	2
10001488	Aggression	CS	2.5599565512369964e-5	5.9477599100992e-4	0.16338119077458707	2.719569657015361e-6	5.4149983689893e-4	4
10001507	Agranulocytosis	CS	1.5189119542017162e-14	8.965792484322941e-10	3.529938435228717e-8	6.680620770748372e-14	8.140184065930728e-12	5
10061877	Obstructive airways disorder	CS	0.21906053670454464	0.26458759920583497	0.04197369591563119	0.05918567434342274	0.804130560469261	1
10001580	Albuminuria	CS	0.00171568698495741	0.00831407678338139	0.1378924934520298	2.4674963559731e-4	0.02902075057359267	4
10039085	Rhinitis allergic	CS	0.5421093706630074	0.11194887035749762	0.22822930446436904	0.05834082044807435	0.15627205101900846	0
10001760	Alopecia	CS	6.624992681108505e-8	2.013365687201411e-7	6.44931918264079e-11	1.8734447586499194e-10	7.2403399946332e-4	5
10081988	Hypersensitivity pneumonitis	CS	0.05769890008511424	0.00144809380895041	0.5551256674166061	0.00263399812947546	0.00728183974684039	3
10001906	Amblyopia	CS	0.1615228248690898	6.2211712658382e-4	0.05856360986618384	0.00215934767633824	0.6108559467427572	2
10001928	Amenorrhoea	CS	1.9794130377166938e-7	2.1033050212362e-4	3.9522021601119e-4	0.00284900446693676	0.00155691408506383	5
10001949	Amnesia	CS	9.900776096488064e-6	1.9900196261171e-4	0.00235370366425097	9.347522674397832e-6	0.00201775177773735	5
10002198	Anaphylactic reaction	CS	1.4062580570929192e-5	0.00193550621313993	1.1027352364825e-4	7.101669909912e-4	1.339589880903589e-7	5
10002034	Anaemia	CS	3.6097367676013624e-8	1.0887085147117412e-9	3.624972578144609e-7	3.001250153882664e-10	1.3739341802876e-4	5
10002967	Aplastic anaemia	CS	2.2111047428603278e-10	2.1057465828467474e-10	2.5416755926365132e-5	8.396278034819938e-6	3.768895511793027e-7	5
10018916	Haemolytic anaemia	CS	5.361981736926985e-8	9.73119354311782e-5	4.7886353923551735e-6	1.925155149098635e-11	1.9341710362275825e-8	5
10020969	Hypochromic anaemia	CS	7.0071906625718e-4	0.03286097926500567	0.04466475069601162	5.1090319706649e-4	0.3747637919579718	4
10002065	Anaemia megaloblastic	CS	7.327586882985983e-5	0.07884432646307854	0.2054226475279107	0.00125477732873207	0.03496503496503497	3
10002368	Anger	CS	6.2203274021324e-4	0.00243478130503942	0.3139204664477339	0.00517442872519201	0.01127106943969847	4
10002383	Angina pectoris	CS	2.0900683010783e-4	0.00103276490574604	5.5313331253913e-4	2.797028379579722e-11	5.5956719275524874e-5	5
10002388	Angina unstable	CS	0.7101911802060062	0.21606540385942652	0.2459290167069273	0.02466327131458004	0.1735096398939075	1
10002424	Angioedema	CS	0.00362148981168605	0.00268345279922562	3.6946203801655514e-8	8.661346227292793e-6	8.9128832554088e-4	5
10061428	Decreased appetite	CS	7.184543864361243e-5	5.1420835388430295e-11	3.8878890293933e-4	6.750789301819478e-9	4.260826036241897e-7	5
10002653	Anosmia	CS	0.12182599762058571	0.01162296496786265	0.77211049192616	0.01764105846541891	0.11225675145984748	2
10002847	Anuria	CS	0.07414036834302981	0.158502565083249	0.8396080893302857	0.4019851242469133	0.03277106952180936	1
10002644	Anorectal disorder	CS	0.00626516421747575	0.4923236621397116	0.5542094923437573	0.00247197399295258	0.00807782542845799	3
10002855	Anxiety	CS	5.681841643937106e-5	4.078530664923833e-6	0.00218511207229703	4.532003721723042e-6	2.1026421286233e-4	5
10002948	Aphasia	CS	0.03992720139823862	0.00363315396058186	0.7085320745375453	0.00118391895768534	8.6106042427326e-4	4
10002974	Apnoea	CS	0.00131792443931827	4.634809811403096e-5	0.00121629767273654	2.5172968410901077e-5	2.6644016729443563e-5	5
10003011	Appendicitis	CS	0.4755244755244749	0.2643022161195397	0.9806316857723713	0.03179977916820022	0.05437551190759742	1
10003074	Arachnoiditis	CS	0.00125209395681117	0.0364489085995836	1.8509074503961e-4	5.1057796710003e-4	0.00149631215591755	5
10003119	Arrhythmia	CS	0.01192781755483753	0.05096593460271977	7.999625308446571e-7	1.8270210017192e-4	9.591156015769135e-7	4
10003210	Arteriosclerosis	CS	0.35897753033964386	0.8300618845182113	0.3916083916083912	0.00947363104706317	0.05558885953059437	1
10003239	Arthralgia	CS	2.750260314906e-4	8.111948791817096e-8	2.1679254926407e-4	3.235933220014004e-11	8.805865196211746e-5	5
10003246	Arthritis	CS	0.01536826513714731	0.00567891488006161	0.00583859347675783	1.864816538360346e-7	0.00503952270677975	5
10039073	Rheumatoid arthritis	CS	0.19937131630298643	0.2755340216143516	0.3284319925090689	0.00231828982761075	0.5488909512510567	1
10003445	Ascites	CS	0.00951225334339627	0.03182427523714497	0.31914198788655024	0.00217008634534405	0.01566760795535354	4
10003549	Asthenia	CS	1.000282994728642e-8	2.12104180202699e-5	1.1202664644995584e-5	3.1353810802276314e-11	2.1129593520784316e-5	5
10003552	Asthenopia	CS	0.08396515764936816	0.11920363643991988	0.3611765540512656	0.4806790919283207	0.0179620348805265	1
10003553	Asthma	CS	0.00195043453936141	0.05111470758519983	0.00436262538591302	3.2188171454403e-4	0.0035249044539218	4
10003591	Ataxia	CS	1.9437569270636592e-8	9.737951469306664e-8	3.0328688304077e-4	6.638798819442975e-8	1.1198543759840103e-9	5
10003598	Atelectasis	CS	0.04819506177487979	0.01163988734542211	0.0699599313793463	0.11506387262288542	0.04364157540931476	3
10003658	Atrial fibrillation	CS	2.9691607899111e-4	6.792756271553577e-7	0.00264112805859539	2.3676399024022894e-5	4.605102898149944e-5	5
10003662	Atrial flutter	CS	0.08388572793165522	0.03449730559349046	0.19508025260748776	0.07471390557997579	0.00305280438749146	2
10003671	Atrioventricular block	CS	7.970352960438598e-8	1.5173495990419e-4	3.66027919543697e-8	4.3977136959979e-4	1.6180912731332504e-6	5
10061664	Autoimmune disorder	CS	0.00129699803532272	0.01416907573281013	0.00818338608092177	0.49486589253803487	0.01051860929265952	4
10003988	Back pain	CS	1.3207616100997e-4	2.6016418664103153e-7	2.5996629165486e-4	3.010210604814894e-9	1.6057489261996e-4	5
10003997	Bacteraemia	CS	0.8228650096086128	0.00857292773658268	0.03142669033208576	0.05557764069009304	0.06220215859113896	2
10060945	Bacterial infection	CS	0.02979262007810094	0.00189676801650175	0.31533648782357	0.03144474718580204	0.00133261647458335	4
10004078	Balanoposthitis	CS	0.05592422942227869	0.6687699084626983	0.41367394651308664	0.24636966632491877	0.8015860770787204	0
10061284	Mental disorder	CS	1.0582494519812e-4	1.0700515004268e-4	0.00555225195038717	4.326375475438392e-7	0.0017423807872331	5
10005003	Bladder cancer	CS	0.00181903191416267	0.16120969994581863	0.9095188355010454	0.0064400822226812	0.29886909721680477	2
10005148	Blepharitis	CS	0.05833048449105853	0.23646382310137296	0.4702839150607727	0.14678743951361167	0.0217101149726557	1
10010741	Conjunctivitis	CS	0.03134744336065721	6.4470582702604e-4	0.00116513145372914	3.0002697813031e-4	5.456382861446691e-6	5
10005159	Blepharospasm	CS	0.896843128110891	0.01994928738707242	0.10052544142989144	0.03613119480077487	0.01495899843758917	3
10005191	Blister	CS	0.20045422682324143	0.1670953979690763	0.08712373449709843	0.06601068118910365	0.14752872190831173	0
10009802	Coagulopathy	CS	0.03740750686589314	0.06379931185562487	0.27935736122598337	0.06459019432310845	4.1211901934805e-4	2
10030041	Ocular hyperaemia	CS	0.05420642095885968	0.00714209154639028	0.3633667530980907	0.02630353893214481	0.06228665793997886	2
10005956	Bone disorder	CS	0.09064981466414568	0.06313700623842636	0.00662832530140919	0.01763108656145218	0.02110506833398677	3
10048962	Brain oedema	CS	0.02973910791511062	0.05891782704887042	0.03412124984552143	0.08311971833078208	0.06199197634893592	2
10006187	Breast cancer	CS	2.3404486389835e-4	0.01803988736879698	0.09159856121851678	6.639886265997649e-6	5.1837985283619e-4	4
10061021	Breast disorder	CS	4.591081386924462e-6	6.2413075095227e-4	9.511215992299212e-5	2.1042893499777366e-9	0.00295492710223086	5
10006247	Breast feeding	CS	0.22985862504533497	0.6526192975733398	0.5992492822402289	0.06873695829293963	0.3175348289631971	0
10006482	Bronchospasm	CS	0.00682967366241063	0.00119265475417964	2.940887672098879e-5	0.00294840925210281	6.552125815923e-4	5
10006451	Bronchitis	CS	0.03245474105897751	3.7083144415089e-4	9.59332607452912e-6	1.4248380641312614e-6	0.00129696020381915	5
10035664	Pneumonia	CS	1.3812539737731e-4	1.1404636257892e-4	0.00902562757354298	3.6148023836193953e-6	5.6659845456453e-4	5
10006514	Bruxism	CS	0.00264422779349589	0.04406870283201859	0.02695875186020505	0.01514061989124123	0.00159190688105255	5
10006578	Bundle branch block	CS	0.00644374666696588	0.0077185831433062	0.01295288783266554	1.7755977242473e-4	0.04009850939299003	5
10006811	Bursitis	CS	0.3313557792944829	0.00970768747529644	0.27041034382698564	0.0040268995617558	0.6708622423841943	2
10006895	Cachexia	CS	0.01365742232694315	0.5545603645096412	0.0640624940030096	0.00243970440865392	0.2120254420303218	2
10028997	Neoplasm malignant	CS	0.01117653732161847	5.883164675479e-4	0.00177589047907957	0.2476021866910772	0.07922986316998282	3
10074170	Candida infection	CS	3.501424200547724e-5	1.63604186777465e-7	0.01955562785049176	1.2612475252386526e-7	1.5641538890117686e-6	5
10030963	Oral candidiasis	CS	1.2642334989856e-4	0.00542332387664197	0.01277601236349381	4.461810277978824e-6	5.907641043989889e-6	5
10047784	Vulvovaginal candidiasis	CS	1.9151692149809377e-5	1.626982969815848e-5	0.05197211266380674	2.9752170763830258e-6	4.154949974461424e-6	4
10060862	Prostate cancer	CS	0.01788413173286218	0.03648426140142544	0.33196846205563385	0.09549584128319324	0.07073734679787559	2
10040808	Skin cancer	CS	5.8661801865987e-4	0.05174732319315698	0.5065349041948044	0.018664568137277	0.00434387879951003	3
10041823	Squamous cell carcinoma	CS	0.02894686909376029	0.3098782332797008	0.02849810242087273	0.01136541901444515	0.08980092370672282	3
10007595	Cardiac output decreased	CS	2.2420129907157e-4	0.03458141458978173	0.10140119332113402	8.4825656391559e-4	0.32266184740118653	3
10007649	Cardiovascular disorder	CS	0.1031618605316974	0.01669516302093231	0.8881568870287107	0.00279907545620638	0.25637426678369546	2
10007697	Carpal tunnel syndrome	CS	0.06111697070351333	0.37999576720260553	0.5258549764899794	0.00438349805880292	0.1710811601284062	1
10007776	Catatonia	CS	1.6410238819333304e-5	0.0086969469691568	7.617649073744238e-8	0.00750030505255383	0.5288333121642823	4
10007882	Cellulitis	CS	0.27865127385813837	0.03885968552891997	0.16766924548314355	1.6038941917018926e-6	0.02285058629112445	3
10029202	Nervous system disorder	CS	3.54394183147092e-7	1.5703076967117e-4	1.2752687091314e-4	1.9083041777559595e-5	5.78049825441324e-5	5
10008072	Cerebellar syndrome	CS	0.03349204403098117	0.5714323485674127	0.32868630503784924	0.01188678378151742	0.31088735736546874	2
10008118	Cerebral infarction	CS	0.6614393320038418	0.2555799335830661	0.09822459918591211	0.0273783921324199	0.01024820250172362	2
10044390	Transient ischaemic attack	CS	0.04308632574324203	0.04291133509122602	0.03772237988031455	8.647207904340471e-5	0.00187924611531826	5
10008196	Cerebrovascular disorder	CS	5.6872903660352e-4	0.04384120096729469	0.08846060883925516	1.1481548668425e-4	0.00829282998963885	4
10028836	Neck pain	CS	0.11995310428788997	0.00910278652205532	0.2189277721582776	6.172481418815854e-7	0.23653672362096337	2
10008417	Cheilitis	CS	0.00202404631335775	0.05169470624280799	0.0232481276167864	0.03263842726846489	0.22215625288961988	3
10008479	Chest pain	CS	3.294072769136e-4	5.126212383987236e-7	0.01024268248255111	1.3850440492797114e-7	7.4834921979011e-4	5
10035623	Pleuritic pain	CS	0.39565671541208985	0.3894668891459181	0.12347434181900548	0.7552006394706451	0.32089016720227925	0
10050819	Musculoskeletal chest pain	CS	0.2432344582318217	0.3721829851950705	0.05704559005142438	0.2018935190609575	0.5203632013963421	0
10008589	Choking	CS	0.17107103422892905	0.08341053993586717	0.47605456962449905	0.28459155330925856	0.05774802939955661	0
10008612	Cholecystitis	CS	0.20113193613482505	0.06056529363951877	0.27863253948998634	9.504279320515572e-5	0.3063308771783434	1
10008629	Cholelithiasis	CS	0.03410260650402053	0.00530191885568973	0.2591554547513123	0.00524405214758188	0.261632417789321	3
10008635	Cholestasis	CS	0.00220734582745582	3.1244877569693593e-7	4.9073131162124e-4	4.1246354609499e-4	0.00795959574438719	5
10008748	Chorea	CS	0.0062362406976921	0.01685628323344814	7.7481174674737e-6	2.9822130215554e-4	0.00750029859247125	5
10057668	Cognitive disorder	CS	0.01598520403049655	0.00773042944661782	0.06375670339981761	0.00561004331067401	0.0050164855649592	4
10009887	Colitis	CS	4.8557187270112906e-5	9.242980041565382e-5	0.00239513415606871	2.777517461073771e-7	9.34528737058512e-6	5
10009900	Colitis ulcerative	CS	0.02433448902159431	0.16224180993971804	0.8786155625381541	0.09656606899375392	0.34705110324326005	1
10010071	Coma	CS	0.00210955511957537	0.03146683025887663	0.00168092267261079	0.06251514463883506	1.4339519782603e-4	4
10028810	Nasopharyngitis	CS	0.00259032511047257	0.00105960860907778	0.00358551445042294	1.9793358940791e-4	8.2833954304078e-4	5
10010305	Confusional state	CS	1.2526887604883004e-5	4.990229319988366e-6	2.1373518119162e-4	5.291025928604625e-12	3.656929153180076e-8	5
10010719	Conjunctival haemorrhage	CS	0.8098618237854996	0.01892434161963481	0.07050389124805777	7.6167543951272e-4	0.47607490111318146	2
10010744	Conjunctivitis allergic	CS	0.3916083916083912	0.1919189586472811	8.8332719911667e-4	0.33866153006529154	0.03249470659714664	2
10061087	Connective tissue disorder	CS	2.0380531537096e-4	5.089390139073295e-7	0.01405230051479171	4.30530657845328e-8	9.9167553475866e-4	5
10010774	Constipation	CS	1.0170462314178826e-9	4.033786221668038e-8	2.017252006883923e-5	1.1340963266845206e-19	1.603278701302683e-8	5
10062575	Muscle contracture	CS	0.0925943763126208	0.25025069441524583	0.24759052088565836	0.0164236230450059	0.5119781129929124	1
10050584	Contusion	CS	0.8391993154803737	0.00249164023593559	0.00105470774630108	2.6782212641285265e-5	0.4697677844357244	3
10011035	Corneal opacity	CS	0.00683589230474433	0.03189742513500214	0.09841407525510704	0.03600225946172557	0.25111313903602367	3
10064996	Ulcerative keratitis	CS	0.00581552119949446	0.5553175584372643	0.10040581058936802	0.00212123469910664	0.03605221013916222	3
10011078	Coronary artery disease	CS	0.02608682825097851	0.7692726825400436	0.4299435089996952	0.00612033100636456	0.07717211909718061	2
10033132	Ovarian cyst	CS	0.2942254103271665	0.3175348506580885	0.02422816835534422	0.00438351102448249	0.0146730708998345	3
10011224	Cough	CS	0.0039297584603974	2.846820369615201e-7	0.00216363331648553	8.518498827090888e-10	9.814890924946845e-9	5
10028334	Muscle spasms	CS	0.00156277107333994	4.709709804757304e-6	3.238969205000913e-5	1.748212969064291e-11	9.386127021209783e-7	5
10011652	Cushing's syndrome	CS	4.990182749005012e-5	0.00856447182645174	1.588399421888e-4	0.02991474245458992	1.3681738553491493e-5	5
10011703	Cyanosis	CS	0.04625105583843641	0.03456721849269183	0.02437248858673809	0.00780342320688478	0.01303766038351962	5
10011781	Cystitis	CS	0.00791373245420031	0.03987881142089555	0.1636086318468759	1.3326856972995e-4	2.5033846720224e-4	4
10011732	Cyst	CS	0.01016243812824113	0.0695889228326127	4.0821522886735e-4	3.7771182522161605e-5	0.01199634570907759	4
10066274	Cytopenia	CS	0.408430304044873	0.22270894878160336	0.2266061385545761	0.24096641584714523	0.03411822004075618	1
10011878	Deafness	CS	0.23089352871421015	0.00853125250159504	0.07034271068637626	3.1772617073522e-4	0.3245266419568592	2
10042434	Sudden death	CS	8.8397105464298e-4	9.76229605275054e-5	0.2045854834779795	0.00680340591341652	0.10718989133686307	3
10024419	Libido decreased	CS	3.208323055884674e-10	1.8146490739255808e-10	2.4823484876398e-4	7.2362442121032565e-12	4.8652215887681824e-8	5
10013950	Dysphagia	CS	2.255814457772579e-5	2.090587282922168e-5	0.0067062404385878	1.0130942903982423e-9	0.00466132142497692	5
10012174	Dehydration	CS	0.01113134321962829	0.00192076240327991	0.01716637499859228	3.103805804115077e-5	0.03318699262650393	5
10012218	Delirium	CS	0.0135110813358263	0.02421606240689704	0.08498696162195274	5.8765096878748e-4	0.0218261806834585	4
10012239	Delusion	CS	5.978540062435144e-6	5.509512318073454e-5	8.4521385742107e-4	3.0314997367981052e-5	8.889010015605817e-7	5
10012318	Dental caries	CS	0.00683342066495528	0.04014530119058328	0.05069720305198318	0.00599423052392864	0.04500729311226886	4
10077805	Depersonalisation/derealisation disorder	CS	2.5221440687978e-4	1.189632442566782e-5	0.00714366855203929	8.0580835376508e-4	0.04800512236121937	5
10012378	Depression	CS	5.814214584881018e-5	9.547432060081497e-7	6.740146627674026e-6	2.244596416879877e-8	8.5702685584013e-4	5
10012431	Dermatitis	CS	0.03351503811791816	0.3523133597331072	0.0678031672212246	0.00588725815043302	0.00377382739616502	3
10012456	Dermatitis exfoliative generalised	CS	1.4691136141932e-4	3.7401434813897e-4	1.2413951927407e-4	4.995380767858623e-7	0.00371793924804446	5
10013687	Drug eruption	CS	0.4438862967464766	3.9393182601034e-4	0.06538499612791646	0.02761432658773084	0.1029994533260734	2
10012438	Dermatitis atopic	CS	0.3643149830732368	0.40452273211334666	0.4375797331112601	0.30891699770831704	0.05413884388610507	0
10012442	Dermatitis contact	CS	0.01347679538785554	1.9153490376162e-4	8.990126967744406e-5	1.8714658044757e-4	3.420316485723241e-6	5
10017543	Fungal skin infection	CS	0.00080689858613298005	0.03283201413976338	0.48443587537331495	0.00483242429486267	0.05768687596418078	3
10012601	Diabetes mellitus	CS	0.00184053622640772	0.00563604957622507	8.086672901033356e-7	2.0639665302095097e-7	8.209146353921385e-5	5
10012735	Diarrhoea	CS	2.21245984739005e-6	1.7010475788949e-4	6.800566749586137e-5	7.716872113768723e-8	0.00805305458511795	5
10070863	Toxicity to various agents	CS	0.02709778623988076	0.7774858496259236	0.13405878142515365	0.6116687326447731	0.02374373431634565	2
10013036	Diplopia	CS	6.165411797769312e-7	3.0940971952736385e-10	0.00295477168430947	4.615975284088812e-6	3.6747800485211786e-5	5
10013442	Disseminated intravascular coagulation	CS	0.00381977718883869	0.10203662751292104	0.2760883157113987	0.3521904987969374	0.02897455579223909	2
10036142	Polyuria	CS	0.00162522503962077	0.01099140670914096	8.697107160850968e-6	1.2517453183086e-4	0.0346114457031326	5
10013538	Diverticulitis	CS	0.2464850968284805	0.39188854609093776	0.6622177277412072	1.9021794228579e-4	0.02570968005708478	2
10013573	Dizziness	CS	4.4821103251207555e-5	6.9849331957215e-4	6.650709548525906e-5	2.753572317525365e-9	2.1784785586814803e-6	5
10041349	Somnolence	CS	6.604477106247308e-13	2.9119107833494785e-5	3.5419556961555275e-6	9.380232390622234e-15	5.925981316308364e-12	5
10013654	Drug abuse	CS	0.254227068321616	0.25460098704586803	0.00396828718548061	0.05167350711453859	7.3547963360263e-4	2
10013700	Drug hypersensitivity	CS	0.19816873194569903	0.00443092703739899	0.08314549409400568	0.13177834083018697	0.576317019618763	1
10052804	Drug tolerance	CS	0.0449690180347762	0.4193667062748723	0.01722488038277512	0.01771087947747381	0.03051417022965534	4
10013774	Dry eye	CS	0.00723608823664493	0.00336997397470061	6.366466053601e-4	2.6569703258528e-4	4.7094267112758e-4	5
10013836	Duodenal ulcer	CS	0.01089847558708496	0.15516422886001152	0.03938487129880559	0.07413760799663542	0.06878854398350229	2
10013864	Duodenitis	CS	3.121193594451512e-5	0.24323443028465663	0.4914995792113102	0.01000321790490935	0.16792392101674275	2
10013887	Dysarthria	CS	6.416565134642412e-6	6.180890592290644e-7	2.847460588081e-4	3.2270384249952292e-6	5.433561686893543e-5	5
10003840	Autonomic nervous system imbalance	CS	0.1036682615629984	0.32402446645316946	0.4825950099552272	0.00788717119091812	0.35816441503290164	1
10013911	Dysgeusia	CS	1.8119138944392345e-5	0.00106477949789118	0.08196840625619128	5.310823271377821e-6	2.534400485631854e-5	4
10013916	Dyskinesia	CS	5.753938295525659e-8	2.446395228209693e-6	2.552569283557413e-6	1.3681098566096116e-5	1.3021554268925e-4	5
