MedDRA_ID	Description	Model	Fold1	Fold2	Fold3	Fold4	Fold5	N_significant_folds
10027678	Gastrointestinal signs and symptoms NEC	CS	3.6443933892846e-4	0.00184942697529232	0.00269224981972449	6.301935537233185e-7	5.868935417508074e-5	5
10017926	Gastrointestinal and abdominal pains (excl oral and throat)	CS	8.1506833528376e-4	2.8082348438593015e-5	0.00583855419923883	1.8879539448247298e-8	0.0108984589938976	5
10016770	Flatulence, bloating and distension	CS	0.00806354147409555	1.8640311930839e-4	0.00113727552716327	8.102540794812227e-11	1.4428671795687e-4	5
10029111	Neoplasms unspecified malignancy and site unspecified NEC	CS	8.099331644757295e-7	2.9651932926900585e-6	3.1158092432121e-4	7.395278782779529e-8	4.895783502779761e-5	5
10010445	Congenital disorders NEC	CS	0.11708243094413924	0.2040600129802858	0.05481706423443255	0.12685852806880243	0.02411751370335324	1
10016850	Foetal complications NEC	CS	0.18271490314385547	0.1032730031011352	0.02073706377315777	0.02713385236441548	0.07414036834302981	2
10000235	Abortions spontaneous	CS	0.1482099931088332	0.30404909563552773	0.05143375111074359	0.02813112943988171	0.8216783216783254	1
10038586	Female reproductive tract infections	CS	3.161585176046689e-5	0.0018295554632866	0.00948408775392442	5.134592631231637e-11	4.054530228882332e-5	5
10052743	Reproductive system haemorrhages	CS	9.139041409535029e-5	0.00673983336040963	7.3271566685489e-4	1.1310067142535134e-6	3.0216062110297e-4	5
10021902	Infections NEC	CS	0.00123079552626245	9.6958792137169e-4	5.6966185415552774e-5	5.338723323606009e-9	2.7535188940247928e-6	5
10040866	Skin hyperplasias and hypertrophies	CS	6.0140913149812e-4	0.08066650238158218	0.04430513526021393	6.7198551502812e-4	0.08311971833078208	3
10029511	Non-site specific injuries NEC	CS	0.4230735440055417	0.01156563300211977	0.0347926121630558	1.3926602569922453e-8	8.7010190549526e-4	4
10027739	Mixed acid-base disorders	CS	0.00158434219457293	0.08643503129633667	0.08758232915613817	0.00567347562495642	3.184092635310918e-5	3
10027416	Metabolic acidoses (excl diabetic acidoses)	CS	0.11825468691271036	0.00485736872147645	8.1186036943024e-4	1.8692652797496e-4	0.00643603717041027	4
10029150	Nephropathies and tubular disorders NEC	CS	7.095546742716231e-7	9.407601263327844e-7	1.1731730078151573e-6	5.0921032874992803e-08	2.5632986846784528e-5	5
10038660	Respiratory acidoses	CS	0.06079051992379188	4.429404811257984e-6	0.00421571130153836	0.00186701864321803	2.9702983999008e-4	4
10010268	Conditions associated with abnormal gas exchange	CS	0.00573944337248341	9.699842005748095e-5	8.501045694314972e-6	8.2634321347971e-4	0.00975511233633632	5
10000497	Acnes	CS	2.937780517390395e-5	8.963753291063621e-6	6.286103555978935e-8	4.9613073700800996e-8	2.1055316238738557e-7	5
10052740	Acquired immunodeficiency syndromes	CS	0.03822034420351949	0.3251140816081708	0.3824871143192205	0.3183275880159468	0.3116282744363863	1
10038997	Retroviral infections	CS	0.00434172943439066	0.06428764876796235	0.28996997682016273	0.05101106678782771	0.09873063753729185	1
10035777	Poisoning and toxicity	CS	2.2046829774330718e-11	1.848927191826925e-7	3.059253020564582e-6	1.6867163565005685e-8	1.2582419540045466e-10	5
