MedDRA_ID	Description	Model	Fold1	Fold2	Fold3	Fold4	Fold5	N_significant_folds
10018012	Gastrointestinal signs and symptoms	CS	0.00761289603445697	2.9519345154022e-4	0.02492913114725121	8.412185072500192e-7	0.11000340579951062	4
10017990	Malignant and unspecified neoplasms gastrointestinal NEC	CS	0.13800684928613094	0.00676541920328008	0.05783894595929803	0.00110530424890937	0.01481612394976937	3
10027655	Miscellaneous and site unspecified neoplasms malignant and unspecified	CS	1.3345872182886425e-5	1.872454526142829e-7	2.9928687496753695e-5	1.3902231180303157e-7	6.215585211108291e-6	5
10027664	Congenital and hereditary disorders NEC	CS	0.12379180605283086	0.17971583219356255	0.05990868276624227	0.00543735480650285	0.04146123613196156	2
10016849	Foetal complications	CS	0.21946045328885688	0.00901701258245874	0.01223163746935328	0.0267415072950668	0.05492066715584558	3
10000211	Abortions and stillbirth	CS	0.01866139257118414	0.08572348416442244	0.01027558678026085	0.05603817423273457	0.5065286517420877	2
10021879	Infections - pathogen unspecified	CS	2.1401780418478e-4	4.753173928747621e-6	4.620755048379535e-6	1.1663990142352438e-8	5.531995675656801e-5	5
10026908	Maternal complications of pregnancy	CS	0.00987060518240531	3.8441412212613e-4	0.00112049033843478	8.620194308294297e-7	0.00288089053654867	5
10047075	Vascular haemorrhagic disorders	CS	1.3581411494306e-4	3.564647302600953e-6	7.858131448857628e-6	5.161528298196249e-11	0.0026309922990233	5
10068775	Neoplasm related morbidities	CS	0.02855873065170145	4.4662478168629e-4	7.565156476393e-4	6.7698187575424e-4	8.071013412789933e-5	5
10011063	Cornification and dystrophic skin disorders	CS	4.658024519326737e-6	8.1851669091912e-4	3.928560592654497e-5	1.513494704852829e-7	9.7587749026835e-4	5
10022114	Injuries NEC	CS	0.03573987551483276	0.0159585836772967	0.02322726758503956	3.339614558447642e-5	0.00270273210855072	5
10000485	Acid-base disorders	CS	0.01498066692466096	0.00102637678785806	9.902506562290912e-5	1.9138504840150445e-6	4.5705827332472615e-8	5
10029149	Nephropathies	CS	1.0699727789022928e-6	1.724778632728663e-7	3.716604135068173e-8	3.8342984857746885e-10	4.1187149203212786e-7	5
10038716	Respiratory disorders NEC	CS	1.0293258578280564e-5	0.00108706065258532	4.9480214657369e-4	4.4189556917138956e-10	1.33867568558543e-5	5
10040798	Skin appendage conditions	CS	4.5588974349881e-4	3.7519594207764e-4	0.0112396176810724	5.693930125541595e-11	5.872259152531946e-5	5
10021460	Immunodeficiency syndromes	CS	0.12724844929304716	0.01216295378687981	0.1266031620504624	0.0128345490686104	0.06469033157052677	2
10047438	Viral infectious disorders	CS	3.5061668606529e-4	9.1496222278386e-4	3.1166003699329e-4	2.355665382873831e-11	1.5895083401122867e-5	5
10071947	Exposures, chemical injuries and poisoning	CS	1.3980732705952862e-10	7.805200686405057e-9	2.046334256818664e-6	3.7092528363642e-9	1.6569691668917528e-10	5
10034606	Peripheral neuropathies	CS	0.01151328064712264	0.0020098054510426	2.7535890197805e-4	2.6760774972151672e-6	5.144790934756763e-7	5
10014982	Epidermal and dermal conditions	CS	2.4883834635253e-4	0.03590634902133077	0.03284940321075779	0.01500151903964057	2.3339241119673e-4	5
10021112	Hypothalamus and pituitary gland disorders	CS	1.816421290452824e-7	2.507601420906012e-5	2.714382273109986e-7	6.761799113783431e-13	3.8425183460860466e-8	5
10000546	Metabolism disorders NEC	CS	8.843564502078643e-6	5.2950697128346e-4	4.6861131883496e-4	1.2663763835103784e-5	7.030424381997392e-5	5
10028393	Musculoskeletal and connective tissue disorders NEC	CS	4.3328312706489e-4	4.479427748944928e-5	3.1232181763276e-4	3.3056728078793788e-12	1.947469484319887e-6	5
10057166	Vascular hypertensive disorders	CS	3.5200794189896276e-5	8.188277920349379e-7	0.02092141938394304	5.7884951617583494e-8	5.8818980601938993e-8	5
10015674	Exocrine pancreas conditions	CS	1.2550544469212e-4	2.5951127006819677e-7	3.077432243290378e-7	7.279595775198866e-12	8.193266838227683e-6	5
10018073	General system disorders NEC	CS	0.19785069466649008	0.16536870269344928	0.0761352080882072	0.04977492084194909	0.03432866329663704	2
10024970	Respiratory tract infections	CS	2.2030432097426e-4	2.245555106322773e-5	5.4079563669416e-4	5.0676481857108895e-8	5.047844316154707e-7	5
10019654	Hepatic and hepatobiliary disorders	CS	1.868030865704208e-8	1.7028654353279188e-10	2.984246803319032e-9	9.553144739963004e-13	3.750547094062999e-7	5
10007521	Cardiac arrhythmias	CS	7.29680328633087e-9	1.8566776804280448e-6	9.210420152821824e-6	2.9470255620240233e-9	5.591009549353092e-8	5
10029305	Neurological disorders NEC	CS	0.04925850373585367	0.00216113059836795	0.02530397821974497	3.9265616226998e-4	0.00570458941618961	5
10001353	Adrenal gland disorders	CS	1.334456055039162e-5	2.686957479153613e-6	8.682357979129662e-9	4.6839976293381e-4	1.5602736743850115e-5	5
10003816	Autoimmune disorders	CS	0.00118830119664703	0.0131594392895886	6.546184507771771e-5	5.1583640864927436e-8	3.4267140467541e-4	5
10041641	Spleen, lymphatic and reticuloendothelial system disorders	CS	0.01542908726187376	7.355042276938817e-5	0.04076405170468547	2.3051335314046084e-8	0.02850137767228533	5
10027656	Miscellaneous and site unspecified neoplasms benign	CS	0.00118357676018634	9.0770093479948e-4	0.00240280522476076	2.0677499659686092e-9	1.3094498132885e-4	5
10064477	Coagulopathies and bleeding diatheses (excl thrombocytopenic)	CS	0.00200009223127225	0.00327764708141256	0.00187807158303118	5.762361822287669e-8	5.762219380373552e-5	5
10034726	Personality disorders and disturbances in behaviour	CS	3.4069301335587696e-5	1.7277733450209e-4	0.00603602201874461	4.2835186950082075e-8	1.00133598446e-4	5
10009841	Cognitive and attention disorders and disturbances	CS	0.00472783631161219	0.00179740392789061	0.03446678116740796	2.889910694713008e-5	9.42496316934656e-8	5
10002861	Anxiety disorders and symptoms	CS	7.27145859297501e-8	4.886481180770628e-6	9.881015152889896e-5	2.92409322833614e-7	4.1082588569797e-4	5
10047954	White blood cell disorders	CS	2.352757973354271e-11	3.399074113313161e-8	3.6319189706131895e-8	2.5796714240737245e-16	3.861109509092959e-8	5
10057167	Mental impairment disorders	CS	1.243068599520136e-5	2.201343948993128e-5	2.1935592272570824e-5	1.233285622786283e-7	1.443353832053352e-7	5
10012272	Dementia and amnestic conditions	CS	4.084597133830757e-5	0.00106970817406748	3.824067519304546e-6	3.9803147966568897e-8	3.1838640267876e-4	5
